trackcounts - 12mo
239,145
240,46
241,112
242,47
243,187
244,567
245,363
246,22
247,4
248,16
249,64
250,42
251,75
252,346
253,54
254,100
255,210
256,60
257,89
258,124
259,105
260,328
261,899
262,17
263,67
264,24
265,87
266,19
267,94
268,15
269,21
270,4
271,3
272,11
273,42
274,9
276,643
277,83
278,95
279,136
280,34
281,14
282,188
283,1
284,474
285,31
286,19
287,31
288,10
289,20
290,172
291,45
292,2
293,8
294,128
295,6
296,1
297,22
298,294
299,8
300,8
301,22
302,22
303,127
304,111
305,147
306,50
307,182
308,40
309,33
310,16
311,12
312,1
314,50
315,2
316,75
317,306
318,6
319,2
320,212
321,266
322,200
323,219
324,1
325,25
326,18
327,2
328,62
330,5
332,726
333,503
334,35
335,69
336,4
337,34
338,47
339,1
340,115
341,74
342,33
343,29
344,2
345,47
346,95
347,367
348,185
349,3
350,4
351,67
352,10
355,3
356,35
357,45
358,3
359,69
360,165
362,1325
363,3514
364,116
366,5
367,5
368,2
369,102
371,16
372,56
373,67
374,12
375,11
376,8
377,94
378,21
379,84
380,135
381,142
382,239
383,90
384,18
385,33
386,54
387,6
390,110
391,17
393,26
396,3
397,1
398,8
400,24
401,37
402,12
403,11
404,12
405,41
406,2
407,25
408,36
409,40
410,5
411,8
412,14
413,59
414,12
415,71
416,8
417,87
418,59
419,121
420,92
421,7
422,19
423,19
424,136
425,24
426,5
427,5
428,64
429,199
430,34
431,21
432,3
433,22
434,2
435,3
437,5
438,2280
439,53
440,6
441,2
442,4
443,4
444,190
446,55
447,143
448,31
449,57
450,89
451,107
452,46
453,12
454,9
455,42
456,254
457,68
458,5
459,84
460,33
461,9
462,52
463,39
464,39
465,35
466,5
467,304
468,4
469,474
470,9
471,45
472,15
473,37
476,16
477,38
478,6
480,5
481,10
482,18
483,8
484,78
485,13
486,1
487,1
489,1
490,2
491,14
492,162
493,33
494,1
495,45
496,191
497,20
498,52
499,14
500,8
501,23
502,4
503,6
504,13
505,1020
506,8
509,329
510,131
511,109
512,6
513,1
514,43
515,3
516,1
517,14
518,38
520,130
521,1088
522,5
523,40
524,4
525,17
526,4
527,113
528,34
529,97
530,132
531,85
532,37
533,3
534,31
535,426
536,35
537,2
538,156
539,235
540,265
541,223
542,161
543,516
544,5
545,8
546,191
547,22
548,16
549,4
550,18
551,225
552,2
553,9
554,23
555,14
556,77
557,61
558,73
559,13
560,108
561,38
562,30
563,1
564,1
565,1
568,48
569,1
570,13
571,35
579,9
587,2
588,1
589,10
590,29
593,12
594,11
595,181
596,92
597,12
598,15
600,1
601,79
604,1
606,2
607,78
609,26
611,2
616,3
618,124
619,16
620,64
621,7
622,3
623,12
624,251
625,10288
626,19
627,8
628,16
629,37
630,12
631,53
632,1
633,19
634,2
635,454
637,25
638,41
642,1
643,16
644,338
645,15
648,1
649,4
650,1
654,10
658,2
661,66
662,3
663,3
664,7
666,1
667,2
668,130
673,2
674,38
677,3
679,1
680,32
682,10
683,2
685,78
686,33
687,26
689,2
691,35
692,6
694,7
695,8
696,3
699,1
700,6
707,1
708,1
709,14
710,1
712,13
713,17
714,3
715,28
717,6
724,1
725,5
726,23
730,3
734,85
735,1
738,1
751,5
753,9
757,11
758,1
761,35
762,12
784,5
785,4
787,1
791,8
797,2
798,4
799,13
810,1
811,9
814,365
815,4
816,31
817,1
818,2
819,1
821,8
825,1
826,1
827,10
830,3
839,55
840,15
845,45
851,1
852,1
853,1
854,24
855,3
858,74
870,8
871,1
872,10
873,4
874,3
875,10
883,1
890,40
894,5
895,1
903,115
912,5
916,6
928,8
929,3
930,1
934,11
935,8
936,1
937,12
938,26
943,1
958,7
960,1
961,638
962,196
963,158
964,15
965,2
972,15
973,1
979,2
980,8
981,4
984,1
1007,2
1030,136
1036,1
1038,2
1039,44
1042,24
1048,25
1050,31
1054,25
1069,9
1073,1
1124,129
1125,91
1126,74
1128,113
1130,163
1132,2
1137,41
1138,20
1139,63
1142,20
1143,21
1144,355
1145,42
1146,10
1147,21
1148,10
1149,10
1150,22
1151,100
1152,6
1153,17
1154,14
1155,3
1156,2
1157,4
1158,11
1159,5
1160,14
1161,9
1167,3
1168,14
1173,1
1175,6
1176,49
1177,2
1178,14
1179,5
1180,1
1182,1
1183,29
1184,5
1185,1
1186,1
1188,1
1190,46
1191,3
1192,6
1193,2
1194,3
1195,2
1198,7
1201,1
1204,3
1205,31
1206,11
1207,25
1209,1
1210,2
1211,14
1212,1
1213,3
1214,6
1215,2
1223,14
1224,31
1225,2
1226,3
1227,1
1228,3
1231,2
1238,2
1239,1
1241,3
1245,5
1253,10
1255,8
1256,3
1261,25
1262,63
1267,1
1269,4
1272,1
1288,9
1293,39
1298,7
1303,1
1317,1
1318,1
1320,987
1321,110
1326,4289
1327,1213
1328,2693
1329,1051
1330,57
1342,61
1348,1
1350,4
1351,3
1354,4
1355,5
1357,4
1362,4
1363,6
1364,6
1365,8
1366,1
1367,6
1368,1
1369,3
1370,82
1371,4
1374,9
1376,21
1377,13
1378,54
1379,1
1384,1
1388,3
1390,8
1391,1
1392,4
1393,3
1394,8
1395,1
1398,2
1399,2
1400,6
1401,5
1402,11
1403,9
1404,3
1405,3
1412,2
1413,1
1414,13
1416,4
1418,6
1426,13
1444,4
1448,1
1450,1
1466,6
1478,9
1494,5
1577,4
1582,1
1602,1
1610,4
1621,15
1624,3
1625,33
1626,28
1627,45
1645,6
1646,2
1647,23
1651,2
1653,1
1656,3
1666,12
1667,35
1677,3
1680,2
1689,1
1693,1
1694,8
1695,2
1696,2
1697,1
1698,1
1699,1
1702,2
1707,1
1708,1
1711,2
1712,4
1721,41
1724,48
1726,3
1729,17
1732,1
1735,4
1738,5
1739,2
1741,2
1744,1
1746,1
1747,1
1750,1
1753,1
1755,1
1756,4
1768,14
1771,1
1779,8
1783,4
1786,1
1787,17
1799,31
1820,22
1821,3
1829,4
1832,32
1833,58
1841,21
1846,6
1847,29
1851,7
1852,32
1853,16
1854,5
1855,3
1857,2
1861,2
1862,10
1863,985
1864,2
1867,4
1869,3285
1870,11
1871,9
1872,3
1873,15
1875,3
1876,5
1878,5
1879,19
1880,1
1881,6
1882,1
1884,10
1888,2
1889,1
1892,3
1896,1
1904,4
1905,10
1906,1
1911,2
1931,1
1933,3
1939,1
1940,1
1942,7
1944,2
1945,7
1946,1
1947,1
1948,2
1949,4
1950,3
1952,4
1953,3
1954,12
1955,4
1957,4
1958,4
1959,1
1960,3
1962,3
1963,103
1964,4
1965,1
1966,1
1967,5
1968,16
1969,33
1970,18
1971,19
1975,59
1977,1
1978,16
1979,2
1980,2
1981,3
1982,7
1983,10
1984,5
1985,1
1986,1
1987,29
1988,5
1989,22
1990,7
1991,7
1992,9
1993,48
1994,10
1995,7
1996,1
1997,42
1998,1
1999,1
2000,16
2001,1
2004,1
2005,2
2009,2
2010,2
2011,1
2012,1
2013,7
2019,1
2021,1
2023,2
2024,1
2025,13
2026,3
2028,17
2029,43
2030,63
2031,18
2032,4
2034,18
2035,18
2036,7
2038,4
2040,11
2041,4
2042,2
2043,2
2045,1
2046,1
2047,2
2049,1
2050,6
2052,1
2064,1
2070,13
2071,8
2073,23
2074,5
2076,1
2084,5
2086,8
2088,4
2092,2
2093,2
2096,1
2098,9
2099,1
2101,8
2102,34
2107,24
2112,2
2116,12
2121,5
2125,2
2127,4
2128,1
2132,1
2133,1
2134,2
2135,9
2136,1
2137,7
2138,12
2139,1
2140,5
2141,19
2142,10
2143,78
2144,9
2145,3
2146,101
2148,2
2149,1
2153,10
2154,2
2155,13
2156,1
2158,1
2159,2
2160,13
2162,2
2163,3
2164,1
2165,15
2169,24
2174,2
2175,102
2176,7
2178,164
2179,1
2180,138
2181,79
2182,17
2183,19
2184,296
2185,88
2186,1
2187,16
2188,1
2189,6
2190,1
2191,5
2192,2
2193,10
2194,2
2195,1
2196,1
2197,3
2198,1
2199,35
2200,28
2201,18
2202,3
2203,3
2204,1
2207,1
2208,1
2215,2
2216,1
2219,1
2222,1
2226,2
2230,1
2231,1
2233,19
2236,3
2237,1
2238,1
2239,1
2240,1
2248,1
2252,1
2267,1
2271,62
2272,2
2273,22
2274,2
2275,7
2276,29
2277,11
2278,40
2283,1
2284,3
2285,1
2286,1
2287,2
2288,1
2289,2
2290,2
2293,2
2294,3
2297,1
2299,3
2304,4
2318,26
2319,1
2320,42
2324,2
2325,1
2326,6
2331,3
2341,7
2343,1
2348,4
2349,25
2354,1
2355,3
2358,24
2359,3
2366,2
2371,7
2372,1
2375,2
2377,3
2379,3
2380,1
2381,1
2382,1
2386,10
2388,1
2390,3
2396,3
2406,2
2407,1
2408,1
2413,1
2415,1
2416,3
2420,4
2425,2
2427,1
2433,1
2437,1
2438,1
2442,12
2443,1
2451,2
2480,2
2491,1
2492,1
2494,1
2499,1
2501,2
2502,39
2504,1
2507,2
2508,1
2509,2
2511,2
2517,1
2522,1
2523,1
2524,1
2525,1
2526,1
2530,15
2536,1
2542,1
2544,2
2547,3
2548,3
2549,1
2550,1
2575,1
2577,1
2578,2296
2579,45
2581,15
2583,35
2586,2
2590,201
2591,35
2644,22
2684,16
2688,6
2690,20
2698,13
2706,129
2759,20
2784,10
2803,28
2827,17
2871,1
2922,1
2958,81
3012,2
3025,704
3030,22
3036,5
3052,1
3099,9
3137,2
3170,9
3238,772
3239,29
3243,1421
3251,2
3277,9
3302,8
3348,13
3373,2
3382,3
3396,7
3398,26
3402,1
3558,1
3588,67
3589,24
3636,8
3650,4
3660,162
3685,26
3686,80
3734,2
3814,37
3840,70
3924,1
3940,615
3942,3
3947,16
3955,4
3977,12
3980,3
4006,13
4042,35
4120,38
4167,1
4172,1
4189,4
4334,8
4393,1
4452,45
4745,1
4747,13
4764,174
4786,3
5217,19
5330,2
5381,3
5385,2
5638,6
5684,99
5805,162
5806,7
5807,18
5953,11
6108,3
6156,783
6158,74
6159,22
6161,1
6245,5
6277,17
6306,6
6361,29
6476,1
6578,6
6598,2
6622,2
6634,2
6747,1
6794,1
7061,1
7131,1
7311,82
7323,115
7343,3
7350,7
7380,1
7385,1
7407,5
7410,5
7434,5
7435,13
7437,4
7454,19
7514,3
7562,87
7572,20
7574,21
7674,35
7812,16
8017,2
8039,1
8179,1
8227,3
8367,1
8419,3
8420,1
8484,1
8563,1
8614,1
8628,1
8631,1
8676,2
8756,1
8809,1
8864,4
8877,2
8879,4
8932,1
8940,6
9054,1
9056,4
9057,1
9079,24
9080,6
9081,1
9091,1
9128,1
9144,5
9145,5104
9146,2032
9149,82
9150,4
9151,1
9152,6
9162,9
9173,53
9174,34
9175,1
9176,3
9177,3
9178,4
9179,22
9180,2
9277,28
9278,38
9281,426
9282,234
9283,15
9554,5
9687,1
9698,1
9754,1
9759,4
9996,3
10039,1
10047,1
10120,1
10232,1
10314,1
10365,1
10424,1
11035,5
11409,1
11780,10
11920,2
11968,5
12004,2
12543,2
12889,1
12935,1
12976,1
13038,1
13064,1
13135,1
13230,1
13274,1
13370,1
13478,1
13758,108
13762,1
13764,49
13765,13
14484,1
14551,1
14643,1
15040,1
15799,1
15828,1
15935,1
16297,1
19762,1
19825,27
19853,63
19855,80
19883,2
19885,5
19911,102
19913,5
19943,128
19945,17
19977,2
19987,36
19989,32
20019,69
20021,38
20049,40
20051,2
20070,1
20071,21
20073,26
20103,59
20105,3
20164,1
20173,39
20175,8
20197,20
20199,8
20205,2
20237,80
20269,6
20271,6
20320,1
20347,77
20349,4
20373,87
20375,22
20397,66
20399,6
20417,24
20445,43
20447,13
20477,60
20479,2
20513,57
20515,46
20517,20
20579,45
20581,5
20607,15
20633,68
20635,1
20683,68
20685,1
20741,247
20743,10
20771,6
20821,139
20823,3
20839,65
20869,113
20901,50
20967,61
21027,143
21065,16
21067,3
21093,3
21129,1
21161,344
21191,162
21223,32
21253,92
21255,2
21311,43
21313,1
21359,149
21361,7
21387,5
21419,86
21451,114
21545,150
21569,24
21601,172
21665,100
21691,36
21725,62
21755,37
21785,10
21815,59
21845,45
21907,1
21935,105
21967,6
22043,42
22075,67
22113,7
22139,26
22219,33
22271,12
22273,78
22275,122
203489,1
